カード1,カード2,カード3,カード1属性,カード2属性,カード3属性
41,44,38,"三角,2,緑,中同色","丸,1,緑,中同色","ハート,3,緑,中同色"
41,45,37,"三角,2,緑,中同色","三角,3,緑,中同色","三角,1,緑,中同色"
41,46,9,"三角,2,緑,中同色","三角,1,紫,中無","三角,3,赤,中白"
41,47,8,"三角,2,緑,中同色","ハート,3,紫,中無","丸,1,赤,中白"
41,48,7,"三角,2,緑,中同色","丸,2,紫,中無","ハート,2,赤,中白"
41,49,6,"三角,2,緑,中同色","丸,3,紫,中無","ハート,1,赤,中白"
41,50,5,"三角,2,緑,中同色","三角,2,紫,中無","三角,2,赤,中白"
41,51,4,"三角,2,緑,中同色","ハート,1,紫,中無","丸,3,赤,中白"
41,52,3,"三角,2,緑,中同色","ハート,2,紫,中無","丸,2,赤,中白"
41,53,2,"三角,2,緑,中同色","丸,1,紫,中無","ハート,3,赤,中白"
41,54,1,"三角,2,緑,中同色","三角,3,紫,中無","三角,1,赤,中白"
41,55,81,"三角,2,緑,中同色","三角,1,紫,中白","三角,3,赤,中無"
41,56,80,"三角,2,緑,中同色","ハート,3,紫,中白","丸,1,赤,中無"
41,57,79,"三角,2,緑,中同色","丸,2,紫,中白","ハート,2,赤,中無"
41,58,78,"三角,2,緑,中同色","丸,3,紫,中白","ハート,1,赤,中無"
41,59,77,"三角,2,緑,中同色","三角,2,紫,中白","三角,2,赤,中無"
41,60,76,"三角,2,緑,中同色","ハート,1,紫,中白","丸,3,赤,中無"
41,61,75,"三角,2,緑,中同色","ハート,2,紫,中白","丸,2,赤,中無"
41,62,74,"三角,2,緑,中同色","丸,1,紫,中白","ハート,3,赤,中無"
41,63,73,"三角,2,緑,中同色","三角,3,紫,中白","三角,1,赤,中無"
41,64,18,"三角,2,緑,中同色","三角,1,紫,中同色","三角,3,赤,中同色"
41,65,17,"三角,2,緑,中同色","ハート,3,紫,中同色","丸,1,赤,中同色"
41,66,16,"三角,2,緑,中同色","丸,2,紫,中同色","ハート,2,赤,中同色"
41,67,15,"三角,2,緑,中同色","丸,3,紫,中同色","ハート,1,赤,中同色"
41,68,14,"三角,2,緑,中同色","三角,2,紫,中同色","三角,2,赤,中同色"
41,69,13,"三角,2,緑,中同色","ハート,1,紫,中同色","丸,3,赤,中同色"
41,70,12,"三角,2,緑,中同色","ハート,2,紫,中同色","丸,2,赤,中同色"
41,71,11,"三角,2,緑,中同色","丸,1,紫,中同色","ハート,3,赤,中同色"
41,72,10,"三角,2,緑,中同色","三角,3,紫,中同色","三角,1,赤,中同色"
41,73,63,"三角,2,緑,中同色","三角,1,赤,中無","三角,3,紫,中白"
41,74,62,"三角,2,緑,中同色","ハート,3,赤,中無","丸,1,紫,中白"
41,75,61,"三角,2,緑,中同色","丸,2,赤,中無","ハート,2,紫,中白"
41,76,60,"三角,2,緑,中同色","丸,3,赤,中無","ハート,1,紫,中白"
41,77,59,"三角,2,緑,中同色","三角,2,赤,中無","三角,2,紫,中白"
41,78,58,"三角,2,緑,中同色","ハート,1,赤,中無","丸,3,紫,中白"
41,79,57,"三角,2,緑,中同色","ハート,2,赤,中無","丸,2,紫,中白"
41,80,56,"三角,2,緑,中同色","丸,1,赤,中無","ハート,3,紫,中白"
41,81,55,"三角,2,緑,中同色","三角,3,赤,中無","三角,1,紫,中白"
42,43,38,"ハート,1,緑,中同色","ハート,2,緑,中同色","ハート,3,緑,中同色"
42,44,37,"ハート,1,緑,中同色","丸,1,緑,中同色","三角,1,緑,中同色"
42,45,39,"ハート,1,緑,中同色","三角,3,緑,中同色","丸,2,緑,中同色"
42,46,8,"ハート,1,緑,中同色","三角,1,紫,中無","丸,1,赤,中白"
42,47,7,"ハート,1,緑,中同色","ハート,3,紫,中無","ハート,2,赤,中白"
42,48,9,"ハート,1,緑,中同色","丸,2,紫,中無","三角,3,赤,中白"
42,49,5,"ハート,1,緑,中同色","丸,3,紫,中無","三角,2,赤,中白"
42,50,4,"ハート,1,緑,中同色","三角,2,紫,中無","丸,3,赤,中白"
42,51,6,"ハート,1,緑,中同色","ハート,1,紫,中無","ハート,1,赤,中白"
42,52,2,"ハート,1,緑,中同色","ハート,2,紫,中無","ハート,3,赤,中白"
42,53,1,"ハート,1,緑,中同色","丸,1,紫,中無","三角,1,赤,中白"
42,54,3,"ハート,1,緑,中同色","三角,3,紫,中無","丸,2,赤,中白"
42,55,80,"ハート,1,緑,中同色","三角,1,紫,中白","丸,1,赤,中無"
42,56,79,"ハート,1,緑,中同色","ハート,3,紫,中白","ハート,2,赤,中無"
42,57,81,"ハート,1,緑,中同色","丸,2,紫,中白","三角,3,赤,中無"
42,58,77,"ハート,1,緑,中同色","丸,3,紫,中白","三角,2,赤,中無"
42,59,76,"ハート,1,緑,中同色","三角,2,紫,中白","丸,3,赤,中無"
42,60,78,"ハート,1,緑,中同色","ハート,1,紫,中白","ハート,1,赤,中無"
42,61,74,"ハート,1,緑,中同色","ハート,2,紫,中白","ハート,3,赤,中無"
42,62,73,"ハート,1,緑,中同色","丸,1,紫,中白","三角,1,赤,中無"
42,63,75,"ハート,1,緑,中同色","三角,3,紫,中白","丸,2,赤,中無"
42,64,17,"ハート,1,緑,中同色","三角,1,紫,中同色","丸,1,赤,中同色"
42,65,16,"ハート,1,緑,中同色","ハート,3,紫,中同色","ハート,2,赤,中同色"
42,66,18,"ハート,1,緑,中同色","丸,2,紫,中同色","三角,3,赤,中同色"
42,67,14,"ハート,1,緑,中同色","丸,3,紫,中同色","三角,2,赤,中同色"
42,68,13,"ハート,1,緑,中同色","三角,2,紫,中同色","丸,3,赤,中同色"
42,69,15,"ハート,1,緑,中同色","ハート,1,紫,中同色","ハート,1,赤,中同色"
42,70,11,"ハート,1,緑,中同色","ハート,2,紫,中同色","ハート,3,赤,中同色"
42,71,10,"ハート,1,緑,中同色","丸,1,紫,中同色","三角,1,赤,中同色"
42,72,12,"ハート,1,緑,中同色","三角,3,紫,中同色","丸,2,赤,中同色"
42,73,62,"ハート,1,緑,中同色","三角,1,赤,中無","丸,1,紫,中白"
42,74,61,"ハート,1,緑,中同色","ハート,3,赤,中無","ハート,2,紫,中白"
42,75,63,"ハート,1,緑,中同色","丸,2,赤,中無","三角,3,紫,中白"
42,76,59,"ハート,1,緑,中同色","丸,3,赤,中無","三角,2,紫,中白"
42,77,58,"ハート,1,緑,中同色","三角,2,赤,中無","丸,3,紫,中白"
42,78,60,"ハート,1,緑,中同色","ハート,1,赤,中無","ハート,1,紫,中白"
42,79,56,"ハート,1,緑,中同色","ハート,2,赤,中無","ハート,3,紫,中白"
42,80,55,"ハート,1,緑,中同色","丸,1,赤,中無","三角,1,紫,中白"
42,81,57,"ハート,1,緑,中同色","三角,3,赤,中無","丸,2,紫,中白"
43,44,45,"ハート,2,緑,中同色","丸,1,緑,中同色","三角,3,緑,中同色"
43,45,44,"ハート,2,緑,中同色","三角,3,緑,中同色","丸,1,緑,中同色"
43,46,4,"ハート,2,緑,中同色","三角,1,紫,中無","丸,3,赤,中白"
43,47,6,"ハート,2,緑,中同色","ハート,3,紫,中無","ハート,1,赤,中白"
43,48,5,"ハート,2,緑,中同色","丸,2,紫,中無","三角,2,赤,中白"
43,49,1,"ハート,2,緑,中同色","丸,3,紫,中無","三角,1,赤,中白"
43,50,3,"ハート,2,緑,中同色","三角,2,紫,中無","丸,2,赤,中白"
43,51,2,"ハート,2,緑,中同色","ハート,1,紫,中無","ハート,3,赤,中白"
43,52,7,"ハート,2,緑,中同色","ハート,2,紫,中無","ハート,2,赤,中白"
43,53,9,"ハート,2,緑,中同色","丸,1,紫,中無","三角,3,赤,中白"
43,54,8,"ハート,2,緑,中同色","三角,3,紫,中無","丸,1,赤,中白"
43,55,76,"ハート,2,緑,中同色","三角,1,紫,中白","丸,3,赤,中無"
43,56,78,"ハート,2,緑,中同色","ハート,3,紫,中白","ハート,1,赤,中無"
43,57,77,"ハート,2,緑,中同色","丸,2,紫,中白","三角,2,赤,中無"
43,58,73,"ハート,2,緑,中同色","丸,3,紫,中白","三角,1,赤,中無"
43,59,75,"ハート,2,緑,中同色","三角,2,紫,中白","丸,2,赤,中無"
43,60,74,"ハート,2,緑,中同色","ハート,1,紫,中白","ハート,3,赤,中無"
43,61,79,"ハート,2,緑,中同色","ハート,2,紫,中白","ハート,2,赤,中無"
43,62,81,"ハート,2,緑,中同色","丸,1,紫,中白","三角,3,赤,中無"
43,63,80,"ハート,2,緑,中同色","三角,3,紫,中白","丸,1,赤,中無"
43,64,13,"ハート,2,緑,中同色","三角,1,紫,中同色","丸,3,赤,中同色"
43,65,15,"ハート,2,緑,中同色","ハート,3,紫,中同色","ハート,1,赤,中同色"
43,66,14,"ハート,2,緑,中同色","丸,2,紫,中同色","三角,2,赤,中同色"
43,67,10,"ハート,2,緑,中同色","丸,3,紫,中同色","三角,1,赤,中同色"
43,68,12,"ハート,2,緑,中同色","三角,2,紫,中同色","丸,2,赤,中同色"
43,69,11,"ハート,2,緑,中同色","ハート,1,紫,中同色","ハート,3,赤,中同色"
43,70,16,"ハート,2,緑,中同色","ハート,2,紫,中同色","ハート,2,赤,中同色"
43,71,18,"ハート,2,緑,中同色","丸,1,紫,中同色","三角,3,赤,中同色"
43,72,17,"ハート,2,緑,中同色","三角,3,紫,中同色","丸,1,赤,中同色"
43,73,58,"ハート,2,緑,中同色","三角,1,赤,中無","丸,3,紫,中白"
43,74,60,"ハート,2,緑,中同色","ハート,3,赤,中無","ハート,1,紫,中白"
43,75,59,"ハート,2,緑,中同色","丸,2,赤,中無","三角,2,紫,中白"
43,76,55,"ハート,2,緑,中同色","丸,3,赤,中無","三角,1,紫,中白"
43,77,57,"ハート,2,緑,中同色","三角,2,赤,中無","丸,2,紫,中白"
43,78,56,"ハート,2,緑,中同色","ハート,1,赤,中無","ハート,3,紫,中白"
43,79,61,"ハート,2,緑,中同色","ハート,2,赤,中無","ハート,2,紫,中白"
43,80,63,"ハート,2,緑,中同色","丸,1,赤,中無","三角,3,紫,中白"
43,81,62,"ハート,2,緑,中同色","三角,3,赤,中無","丸,1,紫,中白"
44,45,43,"丸,1,緑,中同色","三角,3,緑,中同色","ハート,2,緑,中同色"
44,46,6,"丸,1,緑,中同色","三角,1,紫,中無","ハート,1,赤,中白"
44,47,5,"丸,1,緑,中同色","ハート,3,紫,中無","三角,2,赤,中白"
44,48,4,"丸,1,緑,中同色","丸,2,紫,中無","丸,3,赤,中白"
44,49,3,"丸,1,緑,中同色","丸,3,紫,中無","丸,2,赤,中白"
44,50,2,"丸,1,緑,中同色","三角,2,紫,中無","ハート,3,赤,中白"
44,51,1,"丸,1,緑,中同色","ハート,1,紫,中無","三角,1,赤,中白"
44,52,9,"丸,1,緑,中同色","ハート,2,紫,中無","三角,3,赤,中白"
44,53,8,"丸,1,緑,中同色","丸,1,紫,中無","丸,1,赤,中白"
44,54,7,"丸,1,緑,中同色","三角,3,紫,中無","ハート,2,赤,中白"
44,55,78,"丸,1,緑,中同色","三角,1,紫,中白","ハート,1,赤,中無"
44,56,77,"丸,1,緑,中同色","ハート,3,紫,中白","三角,2,赤,中無"
44,57,76,"丸,1,緑,中同色","丸,2,紫,中白","丸,3,赤,中無"
44,58,75,"丸,1,緑,中同色","丸,3,紫,中白","丸,2,赤,中無"
44,59,74,"丸,1,緑,中同色","三角,2,紫,中白","ハート,3,赤,中無"
44,60,73,"丸,1,緑,中同色","ハート,1,紫,中白","三角,1,赤,中無"
44,61,81,"丸,1,緑,中同色","ハート,2,紫,中白","三角,3,赤,中無"
44,62,80,"丸,1,緑,中同色","丸,1,紫,中白","丸,1,赤,中無"
44,63,79,"丸,1,緑,中同色","三角,3,紫,中白","ハート,2,赤,中無"
44,64,15,"丸,1,緑,中同色","三角,1,紫,中同色","ハート,1,赤,中同色"
44,65,14,"丸,1,緑,中同色","ハート,3,紫,中同色","三角,2,赤,中同色"
44,66,13,"丸,1,緑,中同色","丸,2,紫,中同色","丸,3,赤,中同色"
44,67,12,"丸,1,緑,中同色","丸,3,紫,中同色","丸,2,赤,中同色"
44,68,11,"丸,1,緑,中同色","三角,2,紫,中同色","ハート,3,赤,中同色"
44,69,10,"丸,1,緑,中同色","ハート,1,紫,中同色","三角,1,赤,中同色"
44,70,18,"丸,1,緑,中同色","ハート,2,紫,中同色","三角,3,赤,中同色"
44,71,17,"丸,1,緑,中同色","丸,1,紫,中同色","丸,1,赤,中同色"
44,72,16,"丸,1,緑,中同色","三角,3,紫,中同色","ハート,2,赤,中同色"
44,73,60,"丸,1,緑,中同色","三角,1,赤,中無","ハート,1,紫,中白"
44,74,59,"丸,1,緑,中同色","ハート,3,赤,中無","三角,2,紫,中白"
44,75,58,"丸,1,緑,中同色","丸,2,赤,中無","丸,3,紫,中白"
44,76,57,"丸,1,緑,中同色","丸,3,赤,中無","丸,2,紫,中白"
44,77,56,"丸,1,緑,中同色","三角,2,赤,中無","ハート,3,紫,中白"
44,78,55,"丸,1,緑,中同色","ハート,1,赤,中無","三角,1,紫,中白"
44,79,63,"丸,1,緑,中同色","ハート,2,赤,中無","三角,3,紫,中白"
44,80,62,"丸,1,緑,中同色","丸,1,赤,中無","丸,1,紫,中白"
44,81,61,"丸,1,緑,中同色","三角,3,赤,中無","ハート,2,紫,中白"
45,46,5,"三角,3,緑,中同色","三角,1,紫,中無","三角,2,赤,中白"
45,47,4,"三角,3,緑,中同色","ハート,3,紫,中無","丸,3,赤,中白"
45,48,6,"三角,3,緑,中同色","丸,2,紫,中無","ハート,1,赤,中白"
45,49,2,"三角,3,緑,中同色","丸,3,紫,中無","ハート,3,赤,中白"
45,50,1,"三角,3,緑,中同色","三角,2,紫,中無","三角,1,赤,中白"
45,51,3,"三角,3,緑,中同色","ハート,1,紫,中無","丸,2,赤,中白"
45,52,8,"三角,3,緑,中同色","ハート,2,紫,中無","丸,1,赤,中白"
45,53,7,"三角,3,緑,中同色","丸,1,紫,中無","ハート,2,赤,中白"
45,54,9,"三角,3,緑,中同色","三角,3,紫,中無","三角,3,赤,中白"
45,55,77,"三角,3,緑,中同色","三角,1,紫,中白","三角,2,赤,中無"
45,56,76,"三角,3,緑,中同色","ハート,3,紫,中白","丸,3,赤,中無"
45,57,78,"三角,3,緑,中同色","丸,2,紫,中白","ハート,1,赤,中無"
45,58,74,"三角,3,緑,中同色","丸,3,紫,中白","ハート,3,赤,中無"
45,59,73,"三角,3,緑,中同色","三角,2,紫,中白","三角,1,赤,中無"
45,60,75,"三角,3,緑,中同色","ハート,1,紫,中白","丸,2,赤,中無"
45,61,80,"三角,3,緑,中同色","ハート,2,紫,中白","丸,1,赤,中無"
45,62,79,"三角,3,緑,中同色","丸,1,紫,中白","ハート,2,赤,中無"
45,63,81,"三角,3,緑,中同色","三角,3,紫,中白","三角,3,赤,中無"
45,64,14,"三角,3,緑,中同色","三角,1,紫,中同色","三角,2,赤,中同色"
45,65,13,"三角,3,緑,中同色","ハート,3,紫,中同色","丸,3,赤,中同色"
45,66,15,"三角,3,緑,中同色","丸,2,紫,中同色","ハート,1,赤,中同色"
45,67,11,"三角,3,緑,中同色","丸,3,紫,中同色","ハート,3,赤,中同色"
45,68,10,"三角,3,緑,中同色","三角,2,紫,中同色","三角,1,赤,中同色"
45,69,12,"三角,3,緑,中同色","ハート,1,紫,中同色","丸,2,赤,中同色"
45,70,17,"三角,3,緑,中同色","ハート,2,紫,中同色","丸,1,赤,中同色"
45,71,16,"三角,3,緑,中同色","丸,1,紫,中同色","ハート,2,赤,中同色"
45,72,18,"三角,3,緑,中同色","三角,3,紫,中同色","三角,3,赤,中同色"
45,73,59,"三角,3,緑,中同色","三角,1,赤,中無","三角,2,紫,中白"
45,74,58,"三角,3,緑,中同色","ハート,3,赤,中無","丸,3,紫,中白"
45,75,60,"三角,3,緑,中同色","丸,2,赤,中無","ハート,1,紫,中白"
45,76,56,"三角,3,緑,中同色","丸,3,赤,中無","ハート,3,紫,中白"
45,77,55,"三角,3,緑,中同色","三角,2,赤,中無","三角,1,紫,中白"
45,78,57,"三角,3,緑,中同色","ハート,1,赤,中無","丸,2,紫,中白"
45,79,62,"三角,3,緑,中同色","ハート,2,赤,中無","丸,1,紫,中白"
45,80,61,"三角,3,緑,中同色","丸,1,赤,中無","ハート,2,紫,中白"
45,81,63,"三角,3,緑,中同色","三角,3,赤,中無","三角,3,紫,中白"
46,47,48,"三角,1,紫,中無","ハート,3,紫,中無","丸,2,紫,中無"
46,48,47,"三角,1,紫,中無","丸,2,紫,中無","ハート,3,紫,中無"
46,49,52,"三角,1,紫,中無","丸,3,紫,中無","ハート,2,紫,中無"
46,50,54,"三角,1,紫,中無","三角,2,紫,中無","三角,3,紫,中無"
46,51,53,"三角,1,紫,中無","ハート,1,紫,中無","丸,1,紫,中無"
46,52,49,"三角,1,紫,中無","ハート,2,紫,中無","丸,3,紫,中無"
46,53,51,"三角,1,紫,中無","丸,1,紫,中無","ハート,1,紫,中無"
46,54,50,"三角,1,紫,中無","三角,3,紫,中無","三角,2,紫,中無"
46,55,64,"三角,1,紫,中無","三角,1,紫,中白","三角,1,紫,中同色"
46,56,66,"三角,1,紫,中無","ハート,3,紫,中白","丸,2,紫,中同色"
46,57,65,"三角,1,紫,中無","丸,2,紫,中白","ハート,3,紫,中同色"
46,58,70,"三角,1,紫,中無","丸,3,紫,中白","ハート,2,紫,中同色"
46,59,72,"三角,1,紫,中無","三角,2,紫,中白","三角,3,紫,中同色"
46,60,71,"三角,1,紫,中無","ハート,1,紫,中白","丸,1,紫,中同色"
46,61,67,"三角,1,紫,中無","ハート,2,紫,中白","丸,3,紫,中同色"
46,62,69,"三角,1,紫,中無","丸,1,紫,中白","ハート,1,紫,中同色"
46,63,68,"三角,1,紫,中無","三角,3,紫,中白","三角,2,紫,中同色"
46,64,55,"三角,1,紫,中無","三角,1,紫,中同色","三角,1,紫,中白"
46,65,57,"三角,1,紫,中無","ハート,3,紫,中同色","丸,2,紫,中白"
46,66,56,"三角,1,紫,中無","丸,2,紫,中同色","ハート,3,紫,中白"
46,67,61,"三角,1,紫,中無","丸,3,紫,中同色","ハート,2,紫,中白"
46,68,63,"三角,1,紫,中無","三角,2,紫,中同色","三角,3,紫,中白"
46,69,62,"三角,1,紫,中無","ハート,1,紫,中同色","丸,1,紫,中白"
46,70,58,"三角,1,紫,中無","ハート,2,紫,中同色","丸,3,紫,中白"
46,71,60,"三角,1,紫,中無","丸,1,紫,中同色","ハート,1,紫,中白"
46,72,59,"三角,1,紫,中無","三角,3,紫,中同色","三角,2,紫,中白"
46,73,19,"三角,1,紫,中無","三角,1,赤,中無","三角,1,緑,中無"
46,74,21,"三角,1,紫,中無","ハート,3,赤,中無","丸,2,緑,中無"
46,75,20,"三角,1,紫,中無","丸,2,赤,中無","ハート,3,緑,中無"
46,76,25,"三角,1,紫,中無","丸,3,赤,中無","ハート,2,緑,中無"
46,77,27,"三角,1,紫,中無","三角,2,赤,中無","三角,3,緑,中無"
46,78,26,"三角,1,紫,中無","ハート,1,赤,中無","丸,1,緑,中無"
46,79,22,"三角,1,紫,中無","ハート,2,赤,中無","丸,3,緑,中無"
46,80,24,"三角,1,紫,中無","丸,1,赤,中無","ハート,1,緑,中無"
46,81,23,"三角,1,紫,中無","三角,3,赤,中無","三角,2,緑,中無"
47,48,46,"ハート,3,紫,中無","丸,2,紫,中無","三角,1,紫,中無"
47,49,54,"ハート,3,紫,中無","丸,3,紫,中無","三角,3,紫,中無"
47,50,53,"ハート,3,紫,中無","三角,2,紫,中無","丸,1,紫,中無"
47,51,52,"ハート,3,紫,中無","ハート,1,紫,中無","ハート,2,紫,中無"
47,52,51,"ハート,3,紫,中無","ハート,2,紫,中無","ハート,1,紫,中無"
47,53,50,"ハート,3,紫,中無","丸,1,紫,中無","三角,2,紫,中無"
47,54,49,"ハート,3,紫,中無","三角,3,紫,中無","丸,3,紫,中無"
47,55,66,"ハート,3,紫,中無","三角,1,紫,中白","丸,2,紫,中同色"
47,56,65,"ハート,3,紫,中無","ハート,3,紫,中白","ハート,3,紫,中同色"
47,57,64,"ハート,3,紫,中無","丸,2,紫,中白","三角,1,紫,中同色"
47,58,72,"ハート,3,紫,中無","丸,3,紫,中白","三角,3,紫,中同色"
47,59,71,"ハート,3,紫,中無","三角,2,紫,中白","丸,1,紫,中同色"
47,60,70,"ハート,3,紫,中無","ハート,1,紫,中白","ハート,2,紫,中同色"
47,61,69,"ハート,3,紫,中無","ハート,2,紫,中白","ハート,1,紫,中同色"
47,62,68,"ハート,3,紫,中無","丸,1,紫,中白","三角,2,紫,中同色"
47,63,67,"ハート,3,紫,中無","三角,3,紫,中白","丸,3,紫,中同色"
47,64,57,"ハート,3,紫,中無","三角,1,紫,中同色","丸,2,紫,中白"
47,65,56,"ハート,3,紫,中無","ハート,3,紫,中同色","ハート,3,紫,中白"
47,66,55,"ハート,3,紫,中無","丸,2,紫,中同色","三角,1,紫,中白"
47,67,63,"ハート,3,紫,中無","丸,3,紫,中同色","三角,3,紫,中白"
47,68,62,"ハート,3,紫,中無","三角,2,紫,中同色","丸,1,紫,中白"
47,69,61,"ハート,3,紫,中無","ハート,1,紫,中同色","ハート,2,紫,中白"
47,70,60,"ハート,3,紫,中無","ハート,2,紫,中同色","ハート,1,紫,中白"
47,71,59,"ハート,3,紫,中無","丸,1,紫,中同色","三角,2,紫,中白"
47,72,58,"ハート,3,紫,中無","三角,3,紫,中同色","丸,3,紫,中白"
47,73,21,"ハート,3,紫,中無","三角,1,赤,中無","丸,2,緑,中無"
47,74,20,"ハート,3,紫,中無","ハート,3,赤,中無","ハート,3,緑,中無"
47,75,19,"ハート,3,紫,中無","丸,2,赤,中無","三角,1,緑,中無"
47,76,27,"ハート,3,紫,中無","丸,3,赤,中無","三角,3,緑,中無"
47,77,26,"ハート,3,紫,中無","三角,2,赤,中無","丸,1,緑,中無"
47,78,25,"ハート,3,紫,中無","ハート,1,赤,中無","ハート,2,緑,中無"
47,79,24,"ハート,3,紫,中無","ハート,2,赤,中無","ハート,1,緑,中無"
47,80,23,"ハート,3,紫,中無","丸,1,赤,中無","三角,2,緑,中無"
47,81,22,"ハート,3,紫,中無","三角,3,赤,中無","丸,3,緑,中無"
48,49,53,"丸,2,紫,中無","丸,3,紫,中無","丸,1,紫,中無"
48,50,52,"丸,2,紫,中無","三角,2,紫,中無","ハート,2,紫,中無"
48,51,54,"丸,2,紫,中無","ハート,1,紫,中無","三角,3,紫,中無"
48,52,50,"丸,2,紫,中無","ハート,2,紫,中無","三角,2,紫,中無"
48,53,49,"丸,2,紫,中無","丸,1,紫,中無","丸,3,紫,中無"
48,54,51,"丸,2,紫,中無","三角,3,紫,中無","ハート,1,紫,中無"
48,55,65,"丸,2,紫,中無","三角,1,紫,中白","ハート,3,紫,中同色"
48,56,64,"丸,2,紫,中無","ハート,3,紫,中白","三角,1,紫,中同色"
48,57,66,"丸,2,紫,中無","丸,2,紫,中白","丸,2,紫,中同色"
48,58,71,"丸,2,紫,中無","丸,3,紫,中白","丸,1,紫,中同色"
48,59,70,"丸,2,紫,中無","三角,2,紫,中白","ハート,2,紫,中同色"
48,60,72,"丸,2,紫,中無","ハート,1,紫,中白","三角,3,紫,中同色"
48,61,68,"丸,2,紫,中無","ハート,2,紫,中白","三角,2,紫,中同色"
48,62,67,"丸,2,紫,中無","丸,1,紫,中白","丸,3,紫,中同色"
48,63,69,"丸,2,紫,中無","三角,3,紫,中白","ハート,1,紫,中同色"
48,64,56,"丸,2,紫,中無","三角,1,紫,中同色","ハート,3,紫,中白"
48,65,55,"丸,2,紫,中無","ハート,3,紫,中同色","三角,1,紫,中白"
48,66,57,"丸,2,紫,中無","丸,2,紫,中同色","丸,2,紫,中白"
48,67,62,"丸,2,紫,中無","丸,3,紫,中同色","丸,1,紫,中白"
48,68,61,"丸,2,紫,中無","三角,2,紫,中同色","ハート,2,紫,中白"
48,69,63,"丸,2,紫,中無","ハート,1,紫,中同色","三角,3,紫,中白"
48,70,59,"丸,2,紫,中無","ハート,2,紫,中同色","三角,2,紫,中白"
48,71,58,"丸,2,紫,中無","丸,1,紫,中同色","丸,3,紫,中白"
48,72,60,"丸,2,紫,中無","三角,3,紫,中同色","ハート,1,紫,中白"
48,73,20,"丸,2,紫,中無","三角,1,赤,中無","ハート,3,緑,中無"
48,74,19,"丸,2,紫,中無","ハート,3,赤,中無","三角,1,緑,中無"
48,75,21,"丸,2,紫,中無","丸,2,赤,中無","丸,2,緑,中無"
48,76,26,"丸,2,紫,中無","丸,3,赤,中無","丸,1,緑,中無"
48,77,25,"丸,2,紫,中無","三角,2,赤,中無","ハート,2,緑,中無"
48,78,27,"丸,2,紫,中無","ハート,1,赤,中無","三角,3,緑,中無"
48,79,23,"丸,2,紫,中無","ハート,2,赤,中無","三角,2,緑,中無"
48,80,22,"丸,2,紫,中無","丸,1,赤,中無","丸,3,緑,中無"
48,81,24,"丸,2,紫,中無","三角,3,赤,中無","ハート,1,緑,中無"
49,50,51,"丸,3,紫,中無","三角,2,紫,中無","ハート,1,紫,中無"
49,51,50,"丸,3,紫,中無","ハート,1,紫,中無","三角,2,紫,中無"
49,52,46,"丸,3,紫,中無","ハート,2,紫,中無","三角,1,紫,中無"
49,53,48,"丸,3,紫,中無","丸,1,紫,中無","丸,2,紫,中無"
49,54,47,"丸,3,紫,中無","三角,3,紫,中無","ハート,3,紫,中無"
49,55,70,"丸,3,紫,中無","三角,1,紫,中白","ハート,2,紫,中同色"
49,56,72,"丸,3,紫,中無","ハート,3,紫,中白","三角,3,紫,中同色"
49,57,71,"丸,3,紫,中無","丸,2,紫,中白","丸,1,紫,中同色"
49,58,67,"丸,3,紫,中無","丸,3,紫,中白","丸,3,紫,中同色"
49,59,69,"丸,3,紫,中無","三角,2,紫,中白","ハート,1,紫,中同色"
49,60,68,"丸,3,紫,中無","ハート,1,紫,中白","三角,2,紫,中同色"
49,61,64,"丸,3,紫,中無","ハート,2,紫,中白","三角,1,紫,中同色"
49,62,66,"丸,3,紫,中無","丸,1,紫,中白","丸,2,紫,中同色"
49,63,65,"丸,3,紫,中無","三角,3,紫,中白","ハート,3,紫,中同色"
49,64,61,"丸,3,紫,中無","三角,1,紫,中同色","ハート,2,紫,中白"
49,65,63,"丸,3,紫,中無","ハート,3,紫,中同色","三角,3,紫,中白"
49,66,62,"丸,3,紫,中無","丸,2,紫,中同色","丸,1,紫,中白"
49,67,58,"丸,3,紫,中無","丸,3,紫,中同色","丸,3,紫,中白"
49,68,60,"丸,3,紫,中無","三角,2,紫,中同色","ハート,1,紫,中白"
49,69,59,"丸,3,紫,中無","ハート,1,紫,中同色","三角,2,紫,中白"
49,70,55,"丸,3,紫,中無","ハート,2,紫,中同色","三角,1,紫,中白"
49,71,57,"丸,3,紫,中無","丸,1,紫,中同色","丸,2,紫,中白"
49,72,56,"丸,3,紫,中無","三角,3,紫,中同色","ハート,3,紫,中白"
49,73,25,"丸,3,紫,中無","三角,1,赤,中無","ハート,2,緑,中無"
49,74,27,"丸,3,紫,中無","ハート,3,赤,中無","三角,3,緑,中無"
49,75,26,"丸,3,紫,中無","丸,2,赤,中無","丸,1,緑,中無"
49,76,22,"丸,3,紫,中無","丸,3,赤,中無","丸,3,緑,中無"
49,77,24,"丸,3,紫,中無","三角,2,赤,中無","ハート,1,緑,中無"
49,78,23,"丸,3,紫,中無","ハート,1,赤,中無","三角,2,緑,中無"
49,79,19,"丸,3,紫,中無","ハート,2,赤,中無","三角,1,緑,中無"
49,80,21,"丸,3,紫,中無","丸,1,赤,中無","丸,2,緑,中無"
49,81,20,"丸,3,紫,中無","三角,3,赤,中無","ハート,3,緑,中無"
50,51,49,"三角,2,紫,中無","ハート,1,紫,中無","丸,3,紫,中無"
